"acer Aspire 7 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) A715-75G-50TA/ A715-75G-41G/ A715-75G-52AA Gaming Laptop (15.6 inch, Black, 2.15 Kg)","52,990","89,999",2022-06-20,Monday,"4.4
              
","12,169 & 1,311"
"acer Aspire 7 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) A715-75G-50TA/ A715-75G-41G/ A715-75G-52AA Gaming Laptop (15.6 inch, Black, 2.15 Kg)","52,990","89,999",2022-06-20,Monday,"4.4
              
","12,169 & 1,311"
"acer Aspire 7 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) A715-75G-50TA/ A715-75G-41G/ A715-75G-52AA Gaming Laptop (15.6 inch, Black, 2.15 Kg)","52,990","89,999",2022-06-20,Monday,"4.4
              
","12,169 & 1,311"
